SPN,Description,Category,Unit,Min,Max,Priority,OEM,Notes
519503,Manufacturer Assignable 519503,Unknown,,,,2,Standard,Reserved for manufacturer
519504,Manufacturer Assignable 519504,Unknown,,,,2,Standard,Reserved for manufacturer
519505,Manufacturer Assignable 519505,Unknown,,,,2,Standard,Reserved for manufacturer
519506,Manufacturer Assignable 519506,Unknown,,,,2,Standard,Reserved for manufacturer
519507,Manufacturer Assignable 519507,Unknown,,,,2,Standard,Reserved for manufacturer
519508,Manufacturer Assignable 519508,Unknown,,,,2,Standard,Reserved for manufacturer
519509,Manufacturer Assignable 519509,Unknown,,,,2,Standard,Reserved for manufacturer
519510,Manufacturer Assignable 519510,Unknown,,,,2,Standard,Reserved for manufacturer
519511,Manufacturer Assignable 519511,Unknown,,,,2,Standard,Reserved for manufacturer
519512,Manufacturer Assignable 519512,Unknown,,,,2,Standard,Reserved for manufacturer
519513,Manufacturer Assignable 519513,Unknown,,,,2,Standard,Reserved for manufacturer
519514,Manufacturer Assignable 519514,Unknown,,,,2,Standard,Reserved for manufacturer
519515,Manufacturer Assignable 519515,Unknown,,,,2,Standard,Reserved for manufacturer
519516,Manufacturer Assignable 519516,Unknown,,,,2,Standard,Reserved for manufacturer
519517,Manufacturer Assignable 519517,Unknown,,,,2,Standard,Reserved for manufacturer
519518,Manufacturer Assignable 519518,Unknown,,,,2,Standard,Reserved for manufacturer
519519,Manufacturer Assignable 519519,Unknown,,,,2,Standard,Reserved for manufacturer
519520,Manufacturer Assignable 519520,Unknown,,,,2,Standard,Reserved for manufacturer
519521,Manufacturer Assignable 519521,Unknown,,,,2,Standard,Reserved for manufacturer
519522,Manufacturer Assignable 519522,Unknown,,,,2,Standard,Reserved for manufacturer
519523,Manufacturer Assignable 519523,Unknown,,,,2,Standard,Reserved for manufacturer
519524,Manufacturer Assignable 519524,Unknown,,,,2,Standard,Reserved for manufacturer
519525,Manufacturer Assignable 519525,Unknown,,,,2,Standard,Reserved for manufacturer
519526,Manufacturer Assignable 519526,Unknown,,,,2,Standard,Reserved for manufacturer
519527,Manufacturer Assignable 519527,Unknown,,,,2,Standard,Reserved for manufacturer
519528,Manufacturer Assignable 519528,Unknown,,,,2,Standard,Reserved for manufacturer
519529,Manufacturer Assignable 519529,Unknown,,,,2,Standard,Reserved for manufacturer
519530,Manufacturer Assignable 519530,Unknown,,,,2,Standard,Reserved for manufacturer
519531,Manufacturer Assignable 519531,Unknown,,,,2,Standard,Reserved for manufacturer
519532,Manufacturer Assignable 519532,Unknown,,,,2,Standard,Reserved for manufacturer
519533,Manufacturer Assignable 519533,Unknown,,,,2,Standard,Reserved for manufacturer
519534,Manufacturer Assignable 519534,Unknown,,,,2,Standard,Reserved for manufacturer
519535,Manufacturer Assignable 519535,Unknown,,,,2,Standard,Reserved for manufacturer
519536,Manufacturer Assignable 519536,Unknown,,,,2,Standard,Reserved for manufacturer
519537,Manufacturer Assignable 519537,Unknown,,,,2,Standard,Reserved for manufacturer
519538,Manufacturer Assignable 519538,Unknown,,,,2,Standard,Reserved for manufacturer
519539,Manufacturer Assignable 519539,Unknown,,,,2,Standard,Reserved for manufacturer
519540,Manufacturer Assignable 519540,Unknown,,,,2,Standard,Reserved for manufacturer
519541,Manufacturer Assignable 519541,Unknown,,,,2,Standard,Reserved for manufacturer
519542,Manufacturer Assignable 519542,Unknown,,,,2,Standard,Reserved for manufacturer
519543,Manufacturer Assignable 519543,Unknown,,,,2,Standard,Reserved for manufacturer
519544,Manufacturer Assignable 519544,Unknown,,,,2,Standard,Reserved for manufacturer
519545,Manufacturer Assignable 519545,Unknown,,,,2,Standard,Reserved for manufacturer
519546,Manufacturer Assignable 519546,Unknown,,,,2,Standard,Reserved for manufacturer
519547,Manufacturer Assignable 519547,Unknown,,,,2,Standard,Reserved for manufacturer
519548,Manufacturer Assignable 519548,Unknown,,,,2,Standard,Reserved for manufacturer
519549,Manufacturer Assignable 519549,Unknown,,,,2,Standard,Reserved for manufacturer
519550,Manufacturer Assignable 519550,Unknown,,,,2,Standard,Reserved for manufacturer
519551,Manufacturer Assignable 519551,Unknown,,,,2,Standard,Reserved for manufacturer
519552,Manufacturer Assignable 519552,Unknown,,,,2,Standard,Reserved for manufacturer
519553,Manufacturer Assignable 519553,Unknown,,,,2,Standard,Reserved for manufacturer
519554,Manufacturer Assignable 519554,Unknown,,,,2,Standard,Reserved for manufacturer
519555,Manufacturer Assignable 519555,Unknown,,,,2,Standard,Reserved for manufacturer
519556,Manufacturer Assignable 519556,Unknown,,,,2,Standard,Reserved for manufacturer
519557,Manufacturer Assignable 519557,Unknown,,,,2,Standard,Reserved for manufacturer
519558,Manufacturer Assignable 519558,Unknown,,,,2,Standard,Reserved for manufacturer
519559,Manufacturer Assignable 519559,Unknown,,,,2,Standard,Reserved for manufacturer
519560,Manufacturer Assignable 519560,Unknown,,,,2,Standard,Reserved for manufacturer
519561,Manufacturer Assignable 519561,Unknown,,,,2,Standard,Reserved for manufacturer
519562,Manufacturer Assignable 519562,Unknown,,,,2,Standard,Reserved for manufacturer
519563,Manufacturer Assignable 519563,Unknown,,,,2,Standard,Reserved for manufacturer
519564,Manufacturer Assignable 519564,Unknown,,,,2,Standard,Reserved for manufacturer
519565,Manufacturer Assignable 519565,Unknown,,,,2,Standard,Reserved for manufacturer
519566,Manufacturer Assignable 519566,Unknown,,,,2,Standard,Reserved for manufacturer
519567,Manufacturer Assignable 519567,Unknown,,,,2,Standard,Reserved for manufacturer
519568,Manufacturer Assignable 519568,Unknown,,,,2,Standard,Reserved for manufacturer
519569,Manufacturer Assignable 519569,Unknown,,,,2,Standard,Reserved for manufacturer
519570,Manufacturer Assignable 519570,Unknown,,,,2,Standard,Reserved for manufacturer
519571,Manufacturer Assignable 519571,Unknown,,,,2,Standard,Reserved for manufacturer
519572,Manufacturer Assignable 519572,Unknown,,,,2,Standard,Reserved for manufacturer
519573,Manufacturer Assignable 519573,Unknown,,,,2,Standard,Reserved for manufacturer
519574,Manufacturer Assignable 519574,Unknown,,,,2,Standard,Reserved for manufacturer
519575,Manufacturer Assignable 519575,Unknown,,,,2,Standard,Reserved for manufacturer
519576,Manufacturer Assignable 519576,Unknown,,,,2,Standard,Reserved for manufacturer
519577,Manufacturer Assignable 519577,Unknown,,,,2,Standard,Reserved for manufacturer
519578,Manufacturer Assignable 519578,Unknown,,,,2,Standard,Reserved for manufacturer
519579,Manufacturer Assignable 519579,Unknown,,,,2,Standard,Reserved for manufacturer
519580,Manufacturer Assignable 519580,Unknown,,,,2,Standard,Reserved for manufacturer
519581,Manufacturer Assignable 519581,Unknown,,,,2,Standard,Reserved for manufacturer
519582,Manufacturer Assignable 519582,Unknown,,,,2,Standard,Reserved for manufacturer
519583,Manufacturer Assignable 519583,Unknown,,,,2,Standard,Reserved for manufacturer
519584,Manufacturer Assignable 519584,Unknown,,,,2,Standard,Reserved for manufacturer
519585,Manufacturer Assignable 519585,Unknown,,,,2,Standard,Reserved for manufacturer
519586,Manufacturer Assignable 519586,Unknown,,,,2,Standard,Reserved for manufacturer
519587,Manufacturer Assignable 519587,Unknown,,,,2,Standard,Reserved for manufacturer
519588,Manufacturer Assignable 519588,Unknown,,,,2,Standard,Reserved for manufacturer
519589,Manufacturer Assignable 519589,Unknown,,,,2,Standard,Reserved for manufacturer
519590,Manufacturer Assignable 519590,Unknown,,,,2,Standard,Reserved for manufacturer
519591,Manufacturer Assignable 519591,Unknown,,,,2,Standard,Reserved for manufacturer
519592,Manufacturer Assignable 519592,Unknown,,,,2,Standard,Reserved for manufacturer
519593,Manufacturer Assignable 519593,Unknown,,,,2,Standard,Reserved for manufacturer
519594,Manufacturer Assignable 519594,Unknown,,,,2,Standard,Reserved for manufacturer
519595,Manufacturer Assignable 519595,Unknown,,,,2,Standard,Reserved for manufacturer
519596,Manufacturer Assignable 519596,Unknown,,,,2,Standard,Reserved for manufacturer
519597,Manufacturer Assignable 519597,Unknown,,,,2,Standard,Reserved for manufacturer
519598,Manufacturer Assignable 519598,Unknown,,,,2,Standard,Reserved for manufacturer
519599,Manufacturer Assignable 519599,Unknown,,,,2,Standard,Reserved for manufacturer
519600,Manufacturer Assignable 519600,Unknown,,,,2,Standard,Reserved for manufacturer
519601,Manufacturer Assignable 519601,Unknown,,,,2,Standard,Reserved for manufacturer
519602,Manufacturer Assignable 519602,Unknown,,,,2,Standard,Reserved for manufacturer
519603,Manufacturer Assignable 519603,Unknown,,,,2,Standard,Reserved for manufacturer
519604,Manufacturer Assignable 519604,Unknown,,,,2,Standard,Reserved for manufacturer
519605,Manufacturer Assignable 519605,Unknown,,,,2,Standard,Reserved for manufacturer
519606,Manufacturer Assignable 519606,Unknown,,,,2,Standard,Reserved for manufacturer
519607,Manufacturer Assignable 519607,Unknown,,,,2,Standard,Reserved for manufacturer
519608,Manufacturer Assignable 519608,Unknown,,,,2,Standard,Reserved for manufacturer
519609,Manufacturer Assignable 519609,Unknown,,,,2,Standard,Reserved for manufacturer
519610,Manufacturer Assignable 519610,Unknown,,,,2,Standard,Reserved for manufacturer
519611,Manufacturer Assignable 519611,Unknown,,,,2,Standard,Reserved for manufacturer
519612,Manufacturer Assignable 519612,Unknown,,,,2,Standard,Reserved for manufacturer
519613,Manufacturer Assignable 519613,Unknown,,,,2,Standard,Reserved for manufacturer
519614,Manufacturer Assignable 519614,Unknown,,,,2,Standard,Reserved for manufacturer
519615,Manufacturer Assignable 519615,Unknown,,,,2,Standard,Reserved for manufacturer
519616,Manufacturer Assignable 519616,Unknown,,,,2,Standard,Reserved for manufacturer
519617,Manufacturer Assignable 519617,Unknown,,,,2,Standard,Reserved for manufacturer
519618,Manufacturer Assignable 519618,Unknown,,,,2,Standard,Reserved for manufacturer
519619,Manufacturer Assignable 519619,Unknown,,,,2,Standard,Reserved for manufacturer
519620,Manufacturer Assignable 519620,Unknown,,,,2,Standard,Reserved for manufacturer
519621,Manufacturer Assignable 519621,Unknown,,,,2,Standard,Reserved for manufacturer
519622,Manufacturer Assignable 519622,Unknown,,,,2,Standard,Reserved for manufacturer
519623,Manufacturer Assignable 519623,Unknown,,,,2,Standard,Reserved for manufacturer
519624,Manufacturer Assignable 519624,Unknown,,,,2,Standard,Reserved for manufacturer
519625,Manufacturer Assignable 519625,Unknown,,,,2,Standard,Reserved for manufacturer
519626,Manufacturer Assignable 519626,Unknown,,,,2,Standard,Reserved for manufacturer
519627,Manufacturer Assignable 519627,Unknown,,,,2,Standard,Reserved for manufacturer
519628,Manufacturer Assignable 519628,Unknown,,,,2,Standard,Reserved for manufacturer
519629,Manufacturer Assignable 519629,Unknown,,,,2,Standard,Reserved for manufacturer
519630,Manufacturer Assignable 519630,Unknown,,,,2,Standard,Reserved for manufacturer
519631,Manufacturer Assignable 519631,Unknown,,,,2,Standard,Reserved for manufacturer
519632,Manufacturer Assignable 519632,Unknown,,,,2,Standard,Reserved for manufacturer
519633,Manufacturer Assignable 519633,Unknown,,,,2,Standard,Reserved for manufacturer
519634,Manufacturer Assignable 519634,Unknown,,,,2,Standard,Reserved for manufacturer
519635,Manufacturer Assignable 519635,Unknown,,,,2,Standard,Reserved for manufacturer
519636,Manufacturer Assignable 519636,Unknown,,,,2,Standard,Reserved for manufacturer
519637,Manufacturer Assignable 519637,Unknown,,,,2,Standard,Reserved for manufacturer
519638,Manufacturer Assignable 519638,Unknown,,,,2,Standard,Reserved for manufacturer
519639,Manufacturer Assignable 519639,Unknown,,,,2,Standard,Reserved for manufacturer
519640,Manufacturer Assignable 519640,Unknown,,,,2,Standard,Reserved for manufacturer
519641,Manufacturer Assignable 519641,Unknown,,,,2,Standard,Reserved for manufacturer
519642,Manufacturer Assignable 519642,Unknown,,,,2,Standard,Reserved for manufacturer
519643,Manufacturer Assignable 519643,Unknown,,,,2,Standard,Reserved for manufacturer
519644,Manufacturer Assignable 519644,Unknown,,,,2,Standard,Reserved for manufacturer
519645,Manufacturer Assignable 519645,Unknown,,,,2,Standard,Reserved for manufacturer
519646,Manufacturer Assignable 519646,Unknown,,,,2,Standard,Reserved for manufacturer
519647,Manufacturer Assignable 519647,Unknown,,,,2,Standard,Reserved for manufacturer
519648,Manufacturer Assignable 519648,Unknown,,,,2,Standard,Reserved for manufacturer
519649,Manufacturer Assignable 519649,Unknown,,,,2,Standard,Reserved for manufacturer
519650,Manufacturer Assignable 519650,Unknown,,,,2,Standard,Reserved for manufacturer
519651,Manufacturer Assignable 519651,Unknown,,,,2,Standard,Reserved for manufacturer
519652,Manufacturer Assignable 519652,Unknown,,,,2,Standard,Reserved for manufacturer
519653,Manufacturer Assignable 519653,Unknown,,,,2,Standard,Reserved for manufacturer
519654,Manufacturer Assignable 519654,Unknown,,,,2,Standard,Reserved for manufacturer
519655,Manufacturer Assignable 519655,Unknown,,,,2,Standard,Reserved for manufacturer
519656,Manufacturer Assignable 519656,Unknown,,,,2,Standard,Reserved for manufacturer
519657,Manufacturer Assignable 519657,Unknown,,,,2,Standard,Reserved for manufacturer
519658,Manufacturer Assignable 519658,Unknown,,,,2,Standard,Reserved for manufacturer
519659,Manufacturer Assignable 519659,Unknown,,,,2,Standard,Reserved for manufacturer
519660,Manufacturer Assignable 519660,Unknown,,,,2,Standard,Reserved for manufacturer
519661,Manufacturer Assignable 519661,Unknown,,,,2,Standard,Reserved for manufacturer
519662,Manufacturer Assignable 519662,Unknown,,,,2,Standard,Reserved for manufacturer
519663,Manufacturer Assignable 519663,Unknown,,,,2,Standard,Reserved for manufacturer
519664,Manufacturer Assignable 519664,Unknown,,,,2,Standard,Reserved for manufacturer
519665,Manufacturer Assignable 519665,Unknown,,,,2,Standard,Reserved for manufacturer
519666,Manufacturer Assignable 519666,Unknown,,,,2,Standard,Reserved for manufacturer
519667,Manufacturer Assignable 519667,Unknown,,,,2,Standard,Reserved for manufacturer
519668,Manufacturer Assignable 519668,Unknown,,,,2,Standard,Reserved for manufacturer
519669,Manufacturer Assignable 519669,Unknown,,,,2,Standard,Reserved for manufacturer
519670,Manufacturer Assignable 519670,Unknown,,,,2,Standard,Reserved for manufacturer
519671,Manufacturer Assignable 519671,Unknown,,,,2,Standard,Reserved for manufacturer
519672,Manufacturer Assignable 519672,Unknown,,,,2,Standard,Reserved for manufacturer
519673,Manufacturer Assignable 519673,Unknown,,,,2,Standard,Reserved for manufacturer
519674,Manufacturer Assignable 519674,Unknown,,,,2,Standard,Reserved for manufacturer
519675,Manufacturer Assignable 519675,Unknown,,,,2,Standard,Reserved for manufacturer
519676,Manufacturer Assignable 519676,Unknown,,,,2,Standard,Reserved for manufacturer
519677,Manufacturer Assignable 519677,Unknown,,,,2,Standard,Reserved for manufacturer
519678,Manufacturer Assignable 519678,Unknown,,,,2,Standard,Reserved for manufacturer
519679,Manufacturer Assignable 519679,Unknown,,,,2,Standard,Reserved for manufacturer
519680,Manufacturer Assignable 519680,Unknown,,,,2,Standard,Reserved for manufacturer
519681,Manufacturer Assignable 519681,Unknown,,,,2,Standard,Reserved for manufacturer
519682,Manufacturer Assignable 519682,Unknown,,,,2,Standard,Reserved for manufacturer
519683,Manufacturer Assignable 519683,Unknown,,,,2,Standard,Reserved for manufacturer
519684,Manufacturer Assignable 519684,Unknown,,,,2,Standard,Reserved for manufacturer
519685,Manufacturer Assignable 519685,Unknown,,,,2,Standard,Reserved for manufacturer
519686,Manufacturer Assignable 519686,Unknown,,,,2,Standard,Reserved for manufacturer
519687,Manufacturer Assignable 519687,Unknown,,,,2,Standard,Reserved for manufacturer
519688,Manufacturer Assignable 519688,Unknown,,,,2,Standard,Reserved for manufacturer
519689,Manufacturer Assignable 519689,Unknown,,,,2,Standard,Reserved for manufacturer
519690,Manufacturer Assignable 519690,Unknown,,,,2,Standard,Reserved for manufacturer
519691,Manufacturer Assignable 519691,Unknown,,,,2,Standard,Reserved for manufacturer
519692,Manufacturer Assignable 519692,Unknown,,,,2,Standard,Reserved for manufacturer
519693,Manufacturer Assignable 519693,Unknown,,,,2,Standard,Reserved for manufacturer
519694,Manufacturer Assignable 519694,Unknown,,,,2,Standard,Reserved for manufacturer
519695,Manufacturer Assignable 519695,Unknown,,,,2,Standard,Reserved for manufacturer
519696,Manufacturer Assignable 519696,Unknown,,,,2,Standard,Reserved for manufacturer
519697,Manufacturer Assignable 519697,Unknown,,,,2,Standard,Reserved for manufacturer
519698,Manufacturer Assignable 519698,Unknown,,,,2,Standard,Reserved for manufacturer
519699,Manufacturer Assignable 519699,Unknown,,,,2,Standard,Reserved for manufacturer
519700,Manufacturer Assignable 519700,Unknown,,,,2,Standard,Reserved for manufacturer
519701,Manufacturer Assignable 519701,Unknown,,,,2,Standard,Reserved for manufacturer
519702,Manufacturer Assignable 519702,Unknown,,,,2,Standard,Reserved for manufacturer
519703,Manufacturer Assignable 519703,Unknown,,,,2,Standard,Reserved for manufacturer
519704,Manufacturer Assignable 519704,Unknown,,,,2,Standard,Reserved for manufacturer
519705,Manufacturer Assignable 519705,Unknown,,,,2,Standard,Reserved for manufacturer
519706,Manufacturer Assignable 519706,Unknown,,,,2,Standard,Reserved for manufacturer
519707,Manufacturer Assignable 519707,Unknown,,,,2,Standard,Reserved for manufacturer
519708,Manufacturer Assignable 519708,Unknown,,,,2,Standard,Reserved for manufacturer
519709,Manufacturer Assignable 519709,Unknown,,,,2,Standard,Reserved for manufacturer
519710,Manufacturer Assignable 519710,Unknown,,,,2,Standard,Reserved for manufacturer
519711,Manufacturer Assignable 519711,Unknown,,,,2,Standard,Reserved for manufacturer
519712,Manufacturer Assignable 519712,Unknown,,,,2,Standard,Reserved for manufacturer
519713,Manufacturer Assignable 519713,Unknown,,,,2,Standard,Reserved for manufacturer
519714,Manufacturer Assignable 519714,Unknown,,,,2,Standard,Reserved for manufacturer
519715,Manufacturer Assignable 519715,Unknown,,,,2,Standard,Reserved for manufacturer
519716,Manufacturer Assignable 519716,Unknown,,,,2,Standard,Reserved for manufacturer
519717,Manufacturer Assignable 519717,Unknown,,,,2,Standard,Reserved for manufacturer
519718,Manufacturer Assignable 519718,Unknown,,,,2,Standard,Reserved for manufacturer
519719,Manufacturer Assignable 519719,Unknown,,,,2,Standard,Reserved for manufacturer
519720,Manufacturer Assignable 519720,Unknown,,,,2,Standard,Reserved for manufacturer
519721,Manufacturer Assignable 519721,Unknown,,,,2,Standard,Reserved for manufacturer
519722,Manufacturer Assignable 519722,Unknown,,,,2,Standard,Reserved for manufacturer
519723,Manufacturer Assignable 519723,Unknown,,,,2,Standard,Reserved for manufacturer
519724,Manufacturer Assignable 519724,Unknown,,,,2,Standard,Reserved for manufacturer
519725,Manufacturer Assignable 519725,Unknown,,,,2,Standard,Reserved for manufacturer
519726,Manufacturer Assignable 519726,Unknown,,,,2,Standard,Reserved for manufacturer
519727,Manufacturer Assignable 519727,Unknown,,,,2,Standard,Reserved for manufacturer
519728,Manufacturer Assignable 519728,Unknown,,,,2,Standard,Reserved for manufacturer
519729,Manufacturer Assignable 519729,Unknown,,,,2,Standard,Reserved for manufacturer
519730,Manufacturer Assignable 519730,Unknown,,,,2,Standard,Reserved for manufacturer
519731,Manufacturer Assignable 519731,Unknown,,,,2,Standard,Reserved for manufacturer
519732,Manufacturer Assignable 519732,Unknown,,,,2,Standard,Reserved for manufacturer
519733,Manufacturer Assignable 519733,Unknown,,,,2,Standard,Reserved for manufacturer
519734,Manufacturer Assignable 519734,Unknown,,,,2,Standard,Reserved for manufacturer
519735,Manufacturer Assignable 519735,Unknown,,,,2,Standard,Reserved for manufacturer
519736,Manufacturer Assignable 519736,Unknown,,,,2,Standard,Reserved for manufacturer
519737,Manufacturer Assignable 519737,Unknown,,,,2,Standard,Reserved for manufacturer
519738,Manufacturer Assignable 519738,Unknown,,,,2,Standard,Reserved for manufacturer
519739,Manufacturer Assignable 519739,Unknown,,,,2,Standard,Reserved for manufacturer
519740,Manufacturer Assignable 519740,Unknown,,,,2,Standard,Reserved for manufacturer
519741,Manufacturer Assignable 519741,Unknown,,,,2,Standard,Reserved for manufacturer
519742,Manufacturer Assignable 519742,Unknown,,,,2,Standard,Reserved for manufacturer
519743,Manufacturer Assignable 519743,Unknown,,,,2,Standard,Reserved for manufacturer
519744,Manufacturer Assignable 519744,Unknown,,,,2,Standard,Reserved for manufacturer
519745,Manufacturer Assignable 519745,Unknown,,,,2,Standard,Reserved for manufacturer
519746,Manufacturer Assignable 519746,Unknown,,,,2,Standard,Reserved for manufacturer
519747,Manufacturer Assignable 519747,Unknown,,,,2,Standard,Reserved for manufacturer
519748,Manufacturer Assignable 519748,Unknown,,,,2,Standard,Reserved for manufacturer
519749,Manufacturer Assignable 519749,Unknown,,,,2,Standard,Reserved for manufacturer
519750,Manufacturer Assignable 519750,Unknown,,,,2,Standard,Reserved for manufacturer
519751,Manufacturer Assignable 519751,Unknown,,,,2,Standard,Reserved for manufacturer
519752,Manufacturer Assignable 519752,Unknown,,,,2,Standard,Reserved for manufacturer
519753,Manufacturer Assignable 519753,Unknown,,,,2,Standard,Reserved for manufacturer
519754,Manufacturer Assignable 519754,Unknown,,,,2,Standard,Reserved for manufacturer
519755,Manufacturer Assignable 519755,Unknown,,,,2,Standard,Reserved for manufacturer
519756,Manufacturer Assignable 519756,Unknown,,,,2,Standard,Reserved for manufacturer
519757,Manufacturer Assignable 519757,Unknown,,,,2,Standard,Reserved for manufacturer
519758,Manufacturer Assignable 519758,Unknown,,,,2,Standard,Reserved for manufacturer
519759,Manufacturer Assignable 519759,Unknown,,,,2,Standard,Reserved for manufacturer
519760,Manufacturer Assignable 519760,Unknown,,,,2,Standard,Reserved for manufacturer
519761,Manufacturer Assignable 519761,Unknown,,,,2,Standard,Reserved for manufacturer
519762,Manufacturer Assignable 519762,Unknown,,,,2,Standard,Reserved for manufacturer
519763,Manufacturer Assignable 519763,Unknown,,,,2,Standard,Reserved for manufacturer
519764,Manufacturer Assignable 519764,Unknown,,,,2,Standard,Reserved for manufacturer
519765,Manufacturer Assignable 519765,Unknown,,,,2,Standard,Reserved for manufacturer
519766,Manufacturer Assignable 519766,Unknown,,,,2,Standard,Reserved for manufacturer
519767,Manufacturer Assignable 519767,Unknown,,,,2,Standard,Reserved for manufacturer
519768,Manufacturer Assignable 519768,Unknown,,,,2,Standard,Reserved for manufacturer
519769,Manufacturer Assignable 519769,Unknown,,,,2,Standard,Reserved for manufacturer
519770,Manufacturer Assignable 519770,Unknown,,,,2,Standard,Reserved for manufacturer
519771,Manufacturer Assignable 519771,Unknown,,,,2,Standard,Reserved for manufacturer
519772,Manufacturer Assignable 519772,Unknown,,,,2,Standard,Reserved for manufacturer
519773,Manufacturer Assignable 519773,Unknown,,,,2,Standard,Reserved for manufacturer
519774,Manufacturer Assignable 519774,Unknown,,,,2,Standard,Reserved for manufacturer
519775,Manufacturer Assignable 519775,Unknown,,,,2,Standard,Reserved for manufacturer
519776,Manufacturer Assignable 519776,Unknown,,,,2,Standard,Reserved for manufacturer
519777,Manufacturer Assignable 519777,Unknown,,,,2,Standard,Reserved for manufacturer
519778,Manufacturer Assignable 519778,Unknown,,,,2,Standard,Reserved for manufacturer
519779,Manufacturer Assignable 519779,Unknown,,,,2,Standard,Reserved for manufacturer
519780,Manufacturer Assignable 519780,Unknown,,,,2,Standard,Reserved for manufacturer
519781,Manufacturer Assignable 519781,Unknown,,,,2,Standard,Reserved for manufacturer
519782,Manufacturer Assignable 519782,Unknown,,,,2,Standard,Reserved for manufacturer
519783,Manufacturer Assignable 519783,Unknown,,,,2,Standard,Reserved for manufacturer
519784,Manufacturer Assignable 519784,Unknown,,,,2,Standard,Reserved for manufacturer
519785,Manufacturer Assignable 519785,Unknown,,,,2,Standard,Reserved for manufacturer
519786,Manufacturer Assignable 519786,Unknown,,,,2,Standard,Reserved for manufacturer
519787,Manufacturer Assignable 519787,Unknown,,,,2,Standard,Reserved for manufacturer
519788,Manufacturer Assignable 519788,Unknown,,,,2,Standard,Reserved for manufacturer
519789,Manufacturer Assignable 519789,Unknown,,,,2,Standard,Reserved for manufacturer
519790,Manufacturer Assignable 519790,Unknown,,,,2,Standard,Reserved for manufacturer
519791,Manufacturer Assignable 519791,Unknown,,,,2,Standard,Reserved for manufacturer
519792,Manufacturer Assignable 519792,Unknown,,,,2,Standard,Reserved for manufacturer
519793,Manufacturer Assignable 519793,Unknown,,,,2,Standard,Reserved for manufacturer
519794,Manufacturer Assignable 519794,Unknown,,,,2,Standard,Reserved for manufacturer
519795,Manufacturer Assignable 519795,Unknown,,,,2,Standard,Reserved for manufacturer
519796,Manufacturer Assignable 519796,Unknown,,,,2,Standard,Reserved for manufacturer
519797,Manufacturer Assignable 519797,Unknown,,,,2,Standard,Reserved for manufacturer
519798,Manufacturer Assignable 519798,Unknown,,,,2,Standard,Reserved for manufacturer
519799,Manufacturer Assignable 519799,Unknown,,,,2,Standard,Reserved for manufacturer
519800,Manufacturer Assignable 519800,Unknown,,,,2,Standard,Reserved for manufacturer
519801,Manufacturer Assignable 519801,Unknown,,,,2,Standard,Reserved for manufacturer
519802,Manufacturer Assignable 519802,Unknown,,,,2,Standard,Reserved for manufacturer
519803,Manufacturer Assignable 519803,Unknown,,,,2,Standard,Reserved for manufacturer
519804,Manufacturer Assignable 519804,Unknown,,,,2,Standard,Reserved for manufacturer
519805,Manufacturer Assignable 519805,Unknown,,,,2,Standard,Reserved for manufacturer
519806,Manufacturer Assignable 519806,Unknown,,,,2,Standard,Reserved for manufacturer
519807,Manufacturer Assignable 519807,Unknown,,,,2,Standard,Reserved for manufacturer
519808,Manufacturer Assignable 519808,Unknown,,,,2,Standard,Reserved for manufacturer
519809,Manufacturer Assignable 519809,Unknown,,,,2,Standard,Reserved for manufacturer
519810,Manufacturer Assignable 519810,Unknown,,,,2,Standard,Reserved for manufacturer
519811,Manufacturer Assignable 519811,Unknown,,,,2,Standard,Reserved for manufacturer
519812,Manufacturer Assignable 519812,Unknown,,,,2,Standard,Reserved for manufacturer
519813,Manufacturer Assignable 519813,Unknown,,,,2,Standard,Reserved for manufacturer
519814,Manufacturer Assignable 519814,Unknown,,,,2,Standard,Reserved for manufacturer
519815,Manufacturer Assignable 519815,Unknown,,,,2,Standard,Reserved for manufacturer
519816,Manufacturer Assignable 519816,Unknown,,,,2,Standard,Reserved for manufacturer
519817,Manufacturer Assignable 519817,Unknown,,,,2,Standard,Reserved for manufacturer
519818,Manufacturer Assignable 519818,Unknown,,,,2,Standard,Reserved for manufacturer
519819,Manufacturer Assignable 519819,Unknown,,,,2,Standard,Reserved for manufacturer
519820,Manufacturer Assignable 519820,Unknown,,,,2,Standard,Reserved for manufacturer
519821,Manufacturer Assignable 519821,Unknown,,,,2,Standard,Reserved for manufacturer
519822,Manufacturer Assignable 519822,Unknown,,,,2,Standard,Reserved for manufacturer
519823,Manufacturer Assignable 519823,Unknown,,,,2,Standard,Reserved for manufacturer
519824,Manufacturer Assignable 519824,Unknown,,,,2,Standard,Reserved for manufacturer
519825,Manufacturer Assignable 519825,Unknown,,,,2,Standard,Reserved for manufacturer
519826,Manufacturer Assignable 519826,Unknown,,,,2,Standard,Reserved for manufacturer
519827,Manufacturer Assignable 519827,Unknown,,,,2,Standard,Reserved for manufacturer
519828,Manufacturer Assignable 519828,Unknown,,,,2,Standard,Reserved for manufacturer
519829,Manufacturer Assignable 519829,Unknown,,,,2,Standard,Reserved for manufacturer
519830,Manufacturer Assignable 519830,Unknown,,,,2,Standard,Reserved for manufacturer
519831,Manufacturer Assignable 519831,Unknown,,,,2,Standard,Reserved for manufacturer
519832,Manufacturer Assignable 519832,Unknown,,,,2,Standard,Reserved for manufacturer
519833,Manufacturer Assignable 519833,Unknown,,,,2,Standard,Reserved for manufacturer
519834,Manufacturer Assignable 519834,Unknown,,,,2,Standard,Reserved for manufacturer
